2019-10-27 11:34:57,158 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2019-10-27 11:34:57,220 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2019-10-27 11:34:57,220 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2019-10-27 11:34:57,220 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2019-10-27 11:34:57,267 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2019-10-27 11:34:57,267 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2019-10-27 11:34:57,361 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2019-10-27 11:37:23,646 INFO  SwAddin.cs: 271 - Assembly export called for file spider.SLDASM
2019-10-27 11:37:25,787 INFO  SwAddin.cs: 290 - Saving assembly
2019-10-27 11:37:26,021 INFO  SwAddin.cs: 293 - Opening property manager
2019-10-27 11:37:26,068 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from spider.SLDASM
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1142 - Found 77 in spider.SLDASM
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in spider.SLDASM
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1167 - 14 components to check
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_leg-3
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1142 - Found 59 in right_leg-3
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_leg-3
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_leg-4
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1142 - Found 59 in left_leg-4
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_leg-4
2019-10-27 11:37:26,083 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_leg-2
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1142 - Found 59 in right_leg-2
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_leg-2
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from horn-4
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-4
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in horn-4
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from right_leg-1
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1142 - Found 59 in right_leg-1
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in right_leg-1
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_leg-3
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1142 - Found 59 in left_leg-3
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_leg-3
2019-10-27 11:37:26,099 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from horn-1
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-1
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in horn-1
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from horn-6
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-6
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in horn-6
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from horn-3
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-3
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in horn-3
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from horn-2
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-2
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in horn-2
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from horn-5
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-5
2019-10-27 11:37:26,177 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in horn-5
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-2
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1142 - Found 25 in body-2
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-2
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from left_leg-2
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1142 - Found 59 in left_leg-2
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in left_leg-2
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from body-1
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1142 - Found 25 in body-1
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in body-1
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from spider.SLDASM
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1142 - Found 77 in spider.SLDASM
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in spider.SLDASM
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1167 - 14 components to check
2019-10-27 11:37:26,193 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from right_leg-3
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1142 - Found 59 in right_leg-3
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in right_leg-3
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from left_leg-4
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1142 - Found 59 in left_leg-4
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in left_leg-4
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from right_leg-2
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1142 - Found 59 in right_leg-2
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in right_leg-2
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from horn-4
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-4
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in horn-4
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from right_leg-1
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1142 - Found 59 in right_leg-1
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in right_leg-1
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from left_leg-3
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1142 - Found 59 in left_leg-3
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in left_leg-3
2019-10-27 11:37:26,208 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from horn-1
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-1
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in horn-1
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from horn-6
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-6
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in horn-6
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from horn-3
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-3
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in horn-3
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from horn-2
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-2
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in horn-2
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from horn-5
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1142 - Found 30 in horn-5
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in horn-5
2019-10-27 11:37:26,224 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from body-2
2019-10-27 11:37:26,240 INFO  ExportHelperExtension.cs: 1142 - Found 25 in body-2
